Sorter0,
ArrayLength,Runtime D
14049,0.06618496
14051,0.065949962
14053,0.065984376
14055,0.065836459
14057,0.06633275
14059,0.067926832
14061,0.068006039
14063,0.06735871
14065,0.11449708
14067,0.069533624
14069,0.067246079
14071,0.066621415
14073,0.066155456
14075,0.066888914
14077,0.066515207
14079,0.066567123
14081,0.06605383
14083,0.066498876
14085,0.066544749
14087,0.066444919
14089,0.066478997
14091,0.068666413
14093,0.066092037
14095,0.06640704
14097,0.066864043
14099,0.066051245
14101,0.066934958
14103,0.06649483
14105,0.066624373
14107,0.072270378
14109,0.066826291
14111,0.066406831
14113,0.066548832
14115,0.066561334
14117,0.066913962
14119,0.06662529
14121,0.066661417
14123,0.066702329
14125,0.066416547
14127,0.067259751
14129,0.067631587
14131,0.066937581
14133,0.066735499
14135,0.067036755
14137,0.066818878
14139,0.067046374
14141,0.066931419
14143,0.067178667
14145,0.066858672
14147,0.067007206
14149,0.067784749
14151,0.066256545
14153,0.068588041
14155,0.069327794
14157,0.068755627
14159,0.069241248
14161,0.068469085
14163,0.067870587
14165,0.068390623
14167,0.067271166
14169,0.067529872
14171,0.066626087
14173,0.067546077
14175,0.067629457
14177,0.067392789
14179,0.067356661
14181,0.073021755
14183,0.06750825
14185,0.067748874
14187,0.067592919
14189,0.068928458
14191,0.070165917
14193,0.067570373
14195,0.06724079
14197,0.067534789
14199,0.067350127
14201,0.067753963
14203,0.06765046
14205,0.067786753
14207,0.069054455
14209,0.06771908
14211,0.067816623
14213,0.067785583
14215,0.067742623
14217,0.06818179
14219,0.067785375
14221,0.067636125
14223,0.070436753
14225,0.067713127
14227,0.068048455
14229,0.067632705
14231,0.067734547
14233,0.068115503
14235,0.067432247
14237,0.067744166
14239,0.068083338
14241,0.067861505
14243,0.068771504
14245,0.067992166
14247,0.067962378
14249,0.068040922
14251,0.067773625
14253,0.068282038
14255,0.068125129
14257,0.06790825
14259,0.068224922
14261,0.067995377
14263,0.068170168
14265,0.071968541
14267,0.068290375
14269,0.068911247
14271,0.068115205
14273,0.068219125
14275,0.067991503
14277,0.068189755
14279,0.067774206
14281,0.068206415
14283,0.068379246
14285,0.068672284
14287,0.068633623
14289,0.067896582
14291,0.070152663
14293,0.068476416
14295,0.068212077
14297,0.068422541
14299,0.068617001
14301,0.068840414
14303,0.068136923
14305,0.068106078
14307,0.068743713
14309,0.068014041
14311,0.069256
14313,0.067991376
14315,0.068430245
14317,0.069196291
14319,0.068477251
14321,0.068985172
14323,0.068700291
14325,0.069567829
14327,0.068156496
14329,0.06854292
14331,0.069009453
14333,0.068767294
14335,0.068861917
14337,0.069123872
14339,0.069413505
14341,0.069023333
14343,0.069842495
14345,0.068549581
14347,0.069337755
14349,0.068841547
14351,0.069149919
14353,0.069447204
14355,0.06921275
14357,0.068638541
14359,0.074117832
14361,0.069195002
14363,0.069226868
14365,0.069151662
14367,0.069139794
14369,0.069574498
14371,0.069573581
14373,0.069626667
14375,0.069430038
14377,0.06904617
14379,0.068889506
14381,0.069057919
14383,0.069384493
14385,0.070214584
14387,0.070610166
14389,0.06957975
14391,0.068924792
14393,0.069741458
14395,0.069802664
14397,0.069109298
14399,0.069289997
14401,0.069688752
14403,0.069452129
14405,0.069870166
14407,0.069470249
14409,0.069765337
14411,0.069757298
14413,0.069785208
14415,0.069582716
14417,0.069833167
14419,0.07007771
14421,0.070203379
14423,0.069838077
14425,0.070043415
14427,0.069953501
14429,0.069591999
14431,0.069628961
14433,0.070136338
14435,0.069815755
14437,0.069336042
14439,0.069758169
14441,0.070342496
14443,0.069933459
14445,0.070097126
14447,0.07110583
14449,0.069892041
14451,0.070395373
14453,0.070257708
14455,0.070552997
14457,0.070070706
14459,0.069819547
14461,0.070455998
14463,0.069689043
14465,0.070081294
14467,0.069957957
14469,0.070056997
14471,0.070387416
14473,0.076141298
14475,0.070322834
14477,0.070458546
14479,0.069906794
14481,0.07013721
14483,0.072094209
14485,0.070184834
14487,0.070460923
14489,0.070285834
14491,0.070089415
14493,0.071378291
14495,0.072328545
14497,0.072167374
14499,0.100302204
14501,0.070964791
14503,0.071044251
14505,0.070276909
14507,0.070662208
14509,0.07261125
14511,0.070369333
14513,0.070776582
14515,0.070556454
14517,0.070882373
14519,0.071055338
14521,0.070962079
14523,0.070622332
14525,0.070608832
14527,0.070425667
14529,0.070984378
14531,0.07073608
14533,0.070667543
14535,0.070503622
14537,0.070456661
14539,0.071286336
14541,0.07056392
14543,0.070583083
14545,0.072994165
14547,0.071080625
14549,0.07083679
14551,0.070922077
14553,0.07142166
14555,0.071106419
14557,0.071261205
14559,0.070864543
14561,0.07132709
14563,0.071015127
14565,0.071383998
14567,0.071054131
14569,0.070726834
14571,0.071300834
14573,0.071311869
14575,0.071614288
14577,0.071263582
14579,0.071170583
14581,0.074974872
14583,0.071487419
14585,0.071348794
14587,0.071267709
14589,0.071209334
14591,0.071604125
14593,0.070518702
14595,0.071352661
14597,0.071586251
14599,0.071328998
14601,0.071591504
14603,0.071300082
14605,0.07121408
14607,0.071376339
14609,0.071427375
14611,0.071465582
14613,0.071836285
14615,0.071156584
14617,0.071615756
14619,0.071789376
14621,0.0719845
14623,0.071144752
14625,0.071514003
14627,0.074576043
14629,0.071933918
14631,0.072075211
14633,0.071673922
14635,0.072050378
14637,0.072259419
14639,0.07187704
14641,0.071527623
14643,0.071304835
14645,0.071924292
14647,0.071916334
14649,0.072140753
14651,0.072328128
14653,0.072168626
14655,0.072248831
14657,0.072039291
14659,0.072601169
14661,0.072131872
14663,0.071465917
14665,0.071581244
14667,0.072280377
14669,0.072205208
14671,0.072154962
14673,0.077370003
14675,0.072191298
14677,0.072325625
14679,0.072138205
14681,0.071942665
14683,0.07238771
14685,0.071640246
14687,0.072339997
14689,0.07193771
14691,0.072279416
14693,0.072722793
14695,0.071754664
14697,0.07239487
14699,0.072664961
14701,0.072536714
14703,0.072516963
14705,0.07156425
14707,0.072925963
14709,0.073014997
14711,0.072255582
14713,0.072545961
14715,0.072371587
14717,0.072768956
14719,0.072234958
14721,0.072440833
14723,0.072815791
14725,0.07280875
14727,0.072231337
14729,0.072952077
14731,0.072611667
14733,0.073038749
14735,0.072945334
14737,0.072574623
14739,0.076662496
14741,0.072640546
14743,0.07292825
14745,0.072488077
14747,0.073765285
14749,0.074000247
14751,0.072942704
14753,0.073123835
14755,0.073294379
14757,0.074056499
14759,0.074257754
14761,0.072611041
14763,0.073736459
14765,0.073518544
14767,0.072934493
14769,0.073083453
14771,0.073452957
14773,0.073166043
14775,0.073161997
14777,0.073114417
14779,0.073165037
14781,0.073465377
14783,0.073407002
14785,0.073384874
14787,0.073459715
14789,0.073710963
14791,0.073487625
14793,0.072954081
14795,0.073037207
14797,0.073433414
14799,0.073753789
14801,0.073807627
14803,0.073423378
14805,0.073800497
14807,0.073624998
14809,0.073758379
14811,0.073574625
14813,0.073885247
14815,0.073891662
14817,0.073141284
14819,0.073802419
14821,0.073474921
14823,0.073895961
14825,0.078349128
14827,0.073625542
14829,0.074384704
14831,0.073927872
14833,0.074006706
14835,0.078018494
14837,0.07392171
14839,0.074421205
14841,0.073880166
14843,0.074004076
14845,0.076144494
14847,0.07406275
14849,0.074132249
14851,0.074207664
14853,0.074130923
14855,0.074304081
14857,0.073731251
14859,0.074372582
14861,0.074043453
14863,0.074057169
14865,0.074465625
14867,0.073880665
14869,0.074059248
14871,0.074432582
14873,0.0744785
14875,0.075028829
14877,0.074423626
14879,0.074474998
14881,0.074378289
14883,0.074395299
14885,0.074533835
14887,0.074318834
14889,0.074745506
14891,0.073807374
14893,0.07410904
14895,0.074334666
14897,0.07458429
14899,0.074819587
14901,0.074573293
14903,0.074408755
14905,0.075945415
14907,0.076691501
14909,0.075900376
14911,0.124673709
14913,0.07511317
14915,0.074959792
14917,0.07469371
14919,0.074891582
14921,0.074802414
14923,0.075030625
14925,0.074991502
14927,0.074808337
14929,0.075206958
14931,0.075018458
14933,0.074947998
14935,0.075050958
14937,0.073776171
14939,0.075078875
14941,0.075276285
14943,0.075096548
14945,0.075332001
14947,0.075124912
14949,0.075046666
14951,0.074968413
14953,0.074512795
14955,0.075248793
14957,0.07549496
14959,0.075273663
14961,0.075477585
14963,0.075185001
14965,0.075492375
14967,0.075562872
14969,0.074917711
14971,0.07521487
14973,0.075215504
14975,0.075288914
14977,0.074728332
14979,0.075362921
14981,0.075164169
14983,0.075259998
14985,0.076014794
14987,0.075121999
14989,0.07526096
14991,0.075578287
14993,0.075600453
14995,0.075899586
14997,0.075622708
14999,0.075085036
15001,0.075550795
15003,0.075405128
15005,0.076002754
15007,0.075111128
15009,0.075480662
15011,0.075506128
15013,0.075565793
15015,0.076668493
15017,0.075202338
15019,0.075643666
15021,0.076072834
15023,0.076246627
15025,0.076992832
15027,0.076259211
15029,0.076081373
15031,0.075558998
15033,0.075457662
15035,0.075918414
15037,0.076115586
15039,0.075950831
15041,0.07576479
15043,0.075823039
15045,0.077537581
15047,0.076590456
15049,0.076047376
15051,0.075992458
15053,0.075710788
15055,0.079496168
15057,0.076037377
15059,0.076045997
15061,0.075888917
15063,0.075751662
15065,0.082166627
15067,0.076559626
15069,0.076903418
15071,0.07703983
15073,0.077717207
15075,0.078697339
15077,0.077351667
15079,0.077348918
15081,0.07729587
15083,0.07738813
15085,0.077385299
15087,0.077108704
15089,0.077768624
15091,0.077350713
15093,0.077618212
15095,0.076790832
15097,0.077273667
15099,0.078455336
15101,0.078766875
15103,0.078890666
15105,0.077143833
15107,0.078559294
15109,0.086509541
15111,0.078011923
15113,0.078586332
15115,0.079159714
15117,0.077889338
15119,0.077228211
15121,0.077890165
15123,0.077160418
15125,0.078165546
15127,0.077045709
15129,0.077493042
15131,0.077371962
15133,0.077403627
15135,0.076483503
15137,0.077761918
15139,0.07674171
15141,0.07697162
15143,0.079367831
15145,0.077618957
15147,0.076948874
15149,0.080402039
15151,0.077673212
15153,0.078008547
15155,0.077534541
15157,0.078100584
15159,0.079067923
15161,0.078310169
15163,0.078782834
15165,0.078960456
15167,0.078613997
15169,0.07787092
15171,0.078166626
15173,0.078378379
15175,0.077374496
15177,0.078010455
15179,0.078120492
15181,0.07770025
15183,0.079993129
15185,0.079627506
15187,0.078480169
15189,0.078474835
15191,0.07867679
15193,0.078330584
15195,0.077435754
15197,0.078034081
15199,0.077354625
15201,0.077476703
15203,0.077997506
15205,0.077620208
15207,0.078022167
15209,0.077661663
15211,0.077986702
15213,0.080936372
15215,0.077871129
15217,0.078601211
15219,0.078038752
15221,0.07771913
15223,0.077954084
15225,0.078322873
15227,0.07799013
15229,0.07817442
15231,0.078679502
15233,0.077437542
15235,0.07845813
15237,0.078127712
15239,0.079157211
15241,0.077963755
15243,0.078157417
15245,0.077962749
15247,0.080514453
15249,0.078436665
15251,0.078539543
15253,0.078089334
15255,0.078255333
15257,0.07836587
15259,0.078222752
15261,0.079756752
15263,0.078397252
15265,0.078593627
15267,0.083952077
15269,0.078551665
15271,0.078631923
15273,0.078271456
15275,0.078058042
15277,0.077815957
15279,0.078331709
15281,0.078914247
15283,0.078209169
15285,0.078421921
15287,0.078782335
15289,0.078634545
15291,0.079385832
15293,0.081034958
15295,0.080937751
15297,0.129398838
15299,0.080701791
15301,0.079012662
15303,0.078849711
15305,0.079184338
15307,0.078843251
15309,0.078949794
15311,0.081856079
15313,0.079011753
15315,0.079581998
15317,0.079289794
15319,0.078857459
15321,0.078771457
15323,0.078841455
15325,0.079200909
15327,0.079123624
15329,0.078702003
15331,0.079108335
15333,0.079118043
15335,0.079777166
15337,0.079280913
15339,0.078827001
15341,0.079075962
15343,0.079173997
15345,0.082316495
15347,0.079415545
15349,0.079347834
15351,0.07904771
15353,0.079291373
15355,0.079280622
15357,0.079526715
15359,0.079709247
15361,0.079232961
15363,0.079909831
15365,0.079371542
15367,0.079474702
15369,0.079886623
15371,0.079728454
15373,0.079314083
15375,0.07940571
15377,0.079656169
15379,0.081103079
15381,0.079521209
15383,0.082725957
15385,0.07987421
15387,0.079698622
15389,0.079388663
15391,0.079586789
15393,0.079834081
15395,0.079991542
15397,0.080045454
15399,0.08012329
15401,0.080190919
15403,0.079928376
15405,0.079650037
15407,0.079790547
15409,0.079621583
15411,0.079543337
15413,0.081678167
15415,0.080148958
15417,0.080432124
15419,0.080491997
15421,0.080263622
15423,0.080301248
15425,0.080181293
15427,0.080379419
15429,0.079512626
15431,0.080142587
15433,0.079951167
15435,0.080214038
15437,0.080844373
15439,0.080150791
15441,0.080556497
15443,0.080243297
15445,0.08023379
15447,0.085535333
15449,0.080205627
15451,0.080091037
15453,0.079705663
15455,0.080352791
15457,0.07987909
15459,0.08066579
15461,0.080801755
15463,0.080226041
15465,0.080593415
15467,0.080283165
15469,0.080311
15471,0.080717079
15473,0.080672041
15475,0.080903582
15477,0.079849251
15479,0.080765918
15481,0.08019504
15483,0.080683038
15485,0.080811709
15487,0.080533169
15489,0.081004791
15491,0.081311792
15493,0.080702037
15495,0.081438377
15497,0.080478586
15499,0.08157479
15501,0.080325663
15503,0.081057131
15505,0.080761373
15507,0.080281623
15509,0.081445917
15511,0.080584832
15513,0.081405625
15515,0.081283413
15517,0.080968037
15519,0.080621459
15521,0.080445379
15523,0.081519209
15525,0.080814958
15527,0.081599168
15529,0.085112706
15531,0.081331715
15533,0.081480622
15535,0.080297545
15537,0.081504248
15539,0.081805997
15541,0.081269585
15543,0.08160425
15545,0.081119582
15547,0.081281789
15549,0.081672207
15551,0.081497043
15553,0.08417742
15555,0.081391834
15557,0.081772543
15559,0.081505001
15561,0.081743337
15563,0.081300169
15565,0.081054039
15567,0.081323542
15569,0.081293873
15571,0.081397586
15573,0.081900753
15575,0.081678167
15577,0.083815962
15579,0.081776209
15581,0.081704415
15583,0.081925131
15585,0.081649542
15587,0.081889041
15589,0.081959039
15591,0.082049042
15593,0.081932127
15595,0.081546374
15597,0.081642628
15599,0.082003832
15601,0.085135713
15603,0.081822373
15605,0.081992917
15607,0.081697375
15609,0.081716754
15611,0.081903338
15613,0.081638664
15615,0.082068287
15617,0.081720494
15619,0.082374997
15621,0.081847332
15623,0.082170129
15625,0.087824039
15627,0.081972912
15629,0.082637414
15631,0.082178794
15633,0.081946336
15635,0.082729623
15637,0.082379125
15639,0.083053246
15641,0.082261585
15643,0.083036795
15645,0.082436211
15647,0.082854874
15649,0.082358666
15651,0.08250571
15653,0.082824714
15655,0.082572833
15657,0.082987502
15659,0.082989335
15661,0.083799504
15663,0.084652379
15665,0.113208458
15667,0.08594083
15669,0.082989961
15671,0.08313325
15673,0.082800336
15675,0.082845919
15677,0.082907043
15679,0.082560167
15681,0.08292371
15683,0.082675621
15685,0.082953505
15687,0.08673621
15689,0.083041795
15691,0.084856078
15693,0.08310587
15695,0.084004834
15697,0.083236285
15699,0.082988285
15701,0.083556831
15703,0.083103791
15705,0.083724543
15707,0.083466455
15709,0.083162546
15711,0.083122455
15713,0.083252206
15715,0.082660958
15717,0.08321692
15719,0.083860248
15721,0.08317662
15723,0.083104625
15725,0.086390585
15727,0.083395712
15729,0.083347961
15731,0.084015131
15733,0.083830625
15735,0.083625957
15737,0.083297625
15739,0.083961293
15741,0.083410285
15743,0.08329846
15745,0.083444417
15747,0.083214961
15749,0.083217077
15751,0.083352454
15753,0.083549127
15755,0.083904453
15757,0.084487997
15759,0.083956167
15761,0.083935961
15763,0.088429041
15765,0.083862126
15767,0.08378683
15769,0.083593205
15771,0.084216714
15773,0.083945505
15775,0.084009454
15777,0.084166415
15779,0.083853833
15781,0.084363542
15783,0.084249377
15785,0.084148958
15787,0.083315082
15789,0.083916336
15791,0.084135503
15793,0.084130459
15795,0.084151372
15797,0.084120959
15799,0.08410117
15801,0.08388342
15803,0.084229209
15805,0.084227502
15807,0.083492704
15809,0.084226206
15811,0.084032625
15813,0.084646963
15815,0.087589458
15817,0.083846793
15819,0.084334247
15821,0.084657453
15823,0.084713377
15825,0.084488496
15827,0.084499709
15829,0.084533714
15831,0.084571339
15833,0.084704712
15835,0.084063917
15837,0.084523208
15839,0.084186919
15841,0.084248126
15843,0.08466275
15845,0.084655128
15847,0.084986545
15849,0.084350079
15851,0.084550083
15853,0.084066957
15855,0.084731504
15857,0.085200287
15859,0.084628709
15861,0.084911831
15863,0.084883869
15865,0.084442079
15867,0.085073918
15869,0.084974751
15871,0.084619835
15873,0.084337249
15875,0.085209712
15877,0.084812038
15879,0.084446251
15881,0.087081999
15883,0.085133545
15885,0.084716454
15887,0.08526013
15889,0.085282251
15891,0.085320204
15893,0.085124083
15895,0.085376285
15897,0.084691338
15899,0.084976964
15901,0.085613623
15903,0.085676081
15905,0.085285835
15907,0.085058793
15909,0.085771292
15911,0.085348912
15913,0.08517734
15915,0.085624963
15917,0.085249543
15919,0.085407458
15921,0.085480042
15923,0.086098
15925,0.08524096
15927,0.086011581
15929,0.085369416
15931,0.085526288
15933,0.085663415
15935,0.085438795
15937,0.085801043
15939,0.086020999
15941,0.085918583
15943,0.085507207
15945,0.085600078
15947,0.085346662
15949,0.085491166
15951,0.086322755
15953,0.085373171
15955,0.086312912
15957,0.085485794
15959,0.085385546
15961,0.085079961
15963,0.085389204
15965,0.085829131
15967,0.085730627
15969,0.085962042
15971,0.085969754
15973,0.085635714
15975,0.085973248
15977,0.085459583
15979,0.085507661
15981,0.08615575
15983,0.085593082
15985,0.086119205
15987,0.085799873
15989,0.085847333
15991,0.086108454
15993,0.086356707
15995,0.086609751
15997,0.086047873
15999,0.086118661
16001,0.085770875
16003,0.086502872
16005,0.086096376
16007,0.086087167
16009,0.085810713
16011,0.086777709
16013,0.087195456
16015,0.088365667
16017,0.088072374
16019,0.110327713
16021,0.087085456
16023,0.086941585
16025,0.086621664
16027,0.08644025
16029,0.086658336
16031,0.086536542
16033,0.086174078
16035,0.086527541
16037,0.086605459
16039,0.086866207
16041,0.086445622
16043,0.086957455
16045,0.086174205
16047,0.086664416
16049,0.086972252
16051,0.087006494
16053,0.086492792
16055,0.086933665
16057,0.086501621
16059,0.08649683
16061,0.086983338
16063,0.086826041
16065,0.087047622
16067,0.087145753
16069,0.086828038
16071,0.086934961
16073,0.086777247
16075,0.087331541
16077,0.087213621
16079,0.087196544
16081,0.087348126
16083,0.086761251
16085,0.087557338
16087,0.087195754
16089,0.087145664
16091,0.087481335
16093,0.086872831
16095,0.087292209
16097,0.087099664
16099,0.086892627
16101,0.087202378
16103,0.087672211
16105,0.087616712
16107,0.087722167
16109,0.087952375
16111,0.087045588
16113,0.087336205
16115,0.087178834
16117,0.087361127
16119,0.087962829
16121,0.087184332
16123,0.088076413
16125,0.08721213
16127,0.088112131
16129,0.087678716
16131,0.08689291
16133,0.088487454
16135,0.087266795
16137,0.087748587
16139,0.08752583
16141,0.087856285
16143,0.087480754
16145,0.087923959
16147,0.090503789
16149,0.088402793
16151,0.088072337
16153,0.087786622
16155,0.088427924
16157,0.087759547
16159,0.087925211
16161,0.088120833
16163,0.087915413
16165,0.087497547
16167,0.088167086
16169,0.088017583
16171,0.088478662
16173,0.088092208
16175,0.087419286
16177,0.08825513
16179,0.087949455
16181,0.08819662
16183,0.088638082
16185,0.088276833
16187,0.088160127
16189,0.088245168
16191,0.088823751
16193,0.08892592
16195,0.088499375
16197,0.08870171
16199,0.088046707
16201,0.087857373
16203,0.087980494
16205,0.088635415
16207,0.090285584
16209,0.088084623
16211,0.089075789
16213,0.088493794
16215,0.088831082
16217,0.088125288
16219,0.087996833
16221,0.089208081
16223,0.089910999
16225,0.088936999
16227,0.088202
16229,0.089532793
16231,0.090032876
16233,0.089985922
16235,0.088872291
16237,0.089110129
16239,0.090131
16241,0.088849917
16243,0.089364581
16245,0.091447666
16247,0.090429336
16249,0.089041874
16251,0.088843212
16253,0.091136627
16255,0.088615
16257,0.088678338
16259,0.089352831
16261,0.089259543
16263,0.088385791
16265,0.088665292
16267,0.088665374
16269,0.088352457
16271,0.089435294
16273,0.089152418
16275,0.089645922
16277,0.089174546
16279,0.089137793
16281,0.089598753
16283,0.089510873
16285,0.089590043
16287,0.08938092
16289,0.089440249
16291,0.089393869
16293,0.089605078
16295,0.089279167
16297,0.089625165
16299,0.095250212
16301,0.089797921
16303,0.089778751
16305,0.089828454
16307,0.089754082
16309,0.089686662
16311,0.089272335
16313,0.089636415
16315,0.089483418
16317,0.090723999
16319,0.090053625
16321,0.090201795
16323,0.089933291
16325,0.090100497
16327,0.089717999
16329,0.08986371
16331,0.094350412
16333,0.090034962
16335,0.090287872
16337,0.090029083
16339,0.090306662
16341,0.089413419
16343,0.090138793
16345,0.089872666
16347,0.090163834
16349,0.090889581
16351,0.090864666
16353,0.092843957
16355,0.104453295
16357,0.091517128
16359,0.090661541
16361,0.090410002
16363,0.090285666
16365,0.090476789
16367,0.090917334
16369,0.089916997
16371,0.090662494
16373,0.090121791
16375,0.090378828
16377,0.090841621
16379,0.090660453
16381,0.090681709
16383,0.090231001
16385,0.090396166
16387,0.090049788
16389,0.09058892
16391,0.090514377
16393,0.090300247
16395,0.090395249
16397,0.09050642
16399,0.090819336
16401,0.090595834
16403,0.090709455
16405,0.090576708
16407,0.091168083
16409,0.091026418
16411,0.090599
16413,0.09191408
16415,0.090680547
16417,0.090558171
16419,0.090884082
16421,0.091259167
16423,0.090867504
16425,0.091081627
16427,0.090681456
16429,0.090928756
16431,0.090751715
16433,0.090943545
16435,0.091269664
16437,0.091117129
16439,0.090997376
16441,0.091276832
16443,0.090815999
16445,0.09100917
16447,0.091352545
16449,0.091445871
16451,0.091541246
16453,0.091770999
16455,0.090910666
16457,0.091445923
16459,0.091458417
16461,0.091498964
16463,0.091585584
16465,0.090850249
16467,0.091828078
16469,0.091330871
16471,0.09171021
16473,0.091458417
16475,0.09128283
16477,0.091426373
16479,0.091293
16481,0.092535205
16483,0.091400661
16485,0.091553584
16487,0.091271125
16489,0.092030711
16491,0.091286458
16493,0.091711715
16495,0.09173087
16497,0.091880873
16499,0.091762751
16501,0.091320664
16503,0.091862001
16505,0.091808245
16507,0.091934249
16509,0.091868624
16511,0.092201456
16513,0.091626003
16515,0.091927715
16517,0.09175808
16519,0.091891795
16521,0.092095584
16523,0.091544583
16525,0.092501789
16527,0.092228919
16529,0.092130415
16531,0.09541408
16533,0.091961876
16535,0.091839455
16537,0.091356829
16539,0.092632547
16541,0.092530832
16543,0.09242104
16545,0.092149623
16547,0.092584498
16549,0.093501039
16551,0.092145585
16553,0.092600793
16555,0.092238374
16557,0.092704125
16559,0.092615582
16561,0.092338584
16563,0.092614703
16565,0.092700288
16567,0.09262304
16569,0.092613712
16571,0.092494413
16573,0.092339791
16575,0.096709378
16577,0.092518002
16579,0.092459418
16581,0.092811666
16583,0.092999749
16585,0.092984796
16587,0.092578493
16589,0.093589209
16591,0.093097627
16593,0.092933126
16595,0.093063168
16597,0.092605293
16599,0.092980795
16601,0.093119666
16603,0.093323208
16605,0.094156869
16607,0.09358371
16609,0.093257666
16611,0.094517961
16613,0.093973957
16615,0.093368702
16617,0.094169542
16619,0.093433335
16621,0.093488701
16623,0.09314575
16625,0.093475714
16627,0.093592457
16629,0.093319587
16631,0.093667038
16633,0.093288668
16635,0.093380339
16637,0.092926703
16639,0.094537869
16641,0.094642997
16643,0.094058581
16645,0.094346702
16647,0.094222911
16649,0.094519749
16651,0.094465211
16653,0.093691662
16655,0.093484454
16657,0.09430021
16659,0.09371075
16661,0.093426704
16663,0.094550498
16665,0.093841001
16667,0.093865335
16669,0.093979374
16671,0.093588457
16673,0.093498245
16675,0.096997626
16677,0.096305124
16679,0.09574008
16681,0.121180959
16683,0.095353417
16685,0.093665875
16687,0.094250999
16689,0.093804583
16691,0.094315082
16693,0.094296001
16695,0.094428077
16697,0.094184585
16699,0.093734078
16701,0.094673127
16703,0.093912452
16705,0.094322287
16707,0.094149083
16709,0.09442921
16711,0.093819998
16713,0.093780458
16715,0.094683334
16717,0.094401829
16719,0.094282456
16721,0.094298795
16723,0.094405957
16725,0.09440954
16727,0.094441168
16729,0.094035544
16731,0.094792165
16733,0.094263166
16735,0.094412334
16737,0.094780706
16739,0.094474286
16741,0.094798706
16743,0.094933793
16745,0.094994999
16747,0.094524704
16749,0.094893873
16751,0.098328628
16753,0.09610375
16755,0.095165625
16757,0.094684377
16759,0.094743542
16761,0.094890714
16763,0.095078416
16765,0.094458416
16767,0.09489087
16769,0.094877668
16771,0.094584703
16773,0.094975285
16775,0.094846755
16777,0.095264792
16779,0.094994627
16781,0.095301621
16783,0.094802581
16785,0.095252082
16787,0.095084958
16789,0.095246248
16791,0.096170418
16793,0.095192209
16795,0.095075078
16797,0.095017835
16799,0.095240079
16801,0.095109664
16803,0.095548458
16805,0.095310964
16807,0.115465418
16809,0.095294833
16811,0.095268458
16813,0.095680453
16815,0.095728792
16817,0.095580749
16819,0.095502205
16821,0.095836289
16823,0.095614545
16825,0.096255586
16827,0.095621042
16829,0.095761962
16831,0.096512042
16833,0.095796667
16835,0.095857456
16837,0.095963582
16839,0.095678918
16841,0.094681829
16843,0.095804833
16845,0.095325001
16847,0.095698923
16849,0.095968835
16851,0.096005209
16853,0.096014246
16855,0.095632829
16857,0.095711336
16859,0.095894039
16861,0.096321546
16863,0.096017957
16865,0.096307293
16867,0.095794708
16869,0.095730171
16871,0.09943109
16873,0.096037507
16875,0.09636113
16877,0.096083999
16879,0.096731082
16881,0.09596204
16883,0.096677832
16885,0.096316829
16887,0.096470959
16889,0.095762908
16891,0.096663795
16893,0.096186079
16895,0.096350707
16897,0.096867129
16899,0.09664496
16901,0.096324079
16903,0.096174166
16905,0.096566834
16907,0.096590288
16909,0.09666542
16911,0.096588917
16913,0.096882038
16915,0.09695483
16917,0.096870251
16919,0.096891835
16921,0.096503541
16923,0.096831627
16925,0.096661583
16927,0.096966922
16929,0.096671544
16931,0.096769713
16933,0.097072542
16935,0.09705092
16937,0.097098038
16939,0.096686542
16941,0.097076625
16943,0.096215338
16945,0.096845001
16947,0.09677387
16949,0.097038962
16951,0.097364701
16953,0.09698721
16955,0.101041794
16957,0.097157083
16959,0.097156584
16961,0.097170919
16963,0.097418703
16965,0.097058207
16967,0.097531505
16969,0.097217709
16971,0.097518496
16973,0.096932128
16975,0.096866623
16977,0.099295795
16979,0.096858419
16981,0.097198583
16983,0.097492963
16985,0.097919293
16987,0.09792275
16989,0.099879041
16991,0.146068886
16993,0.105584078
16995,0.097847871
16997,0.09793371
16999,0.101159871
17001,0.097930923
17003,0.097922079
17005,0.097632833
17007,0.097793713
17009,0.097518921
17011,0.097707167
17013,0.099651963
17015,0.098805293
17017,0.098858126
17019,0.097956665
17021,0.101892285
17023,0.098150961
17025,0.09752883
17027,0.097956039
17029,0.098664872
17031,0.097984247
17033,0.098101415
17035,0.09814287
17037,0.098308794
17039,0.09747538
17041,0.098014168
17043,0.098133795
17045,0.09823817
17047,0.098455586
17049,0.097988755
17051,0.09845525
17053,0.09856008
17055,0.098290287
17057,0.098267667
17059,0.098331831
17061,0.098291829
17063,0.098577417
17065,0.098442622
17067,0.098379962
17069,0.099235922
17071,0.099100545
17073,0.098668627
17075,0.098455794
17077,0.098854043
17079,0.098433502
17081,0.098959416
17083,0.098429248
17085,0.098582543
17087,0.098682038
17089,0.098902456
17091,0.102638125
17093,0.098568752
17095,0.099477753
17097,0.098803207
17099,0.098726667
17101,0.098564833
17103,0.099020749
17105,0.098866418
17107,0.099032544
17109,0.099079452
17111,0.099141791
17113,0.099070705
17115,0.098725922
17117,0.099692374
17119,0.099003546
17121,0.099177711
17123,0.099179998
17125,0.099288084
17127,0.099194042
17129,0.099229582
17131,0.098702751
17133,0.099066131
17135,0.098958753
17137,0.099405587
17139,0.10219492
17141,0.098886207
17143,0.099045664
17145,0.098790586
17147,0.099722795
17149,0.09969683
17151,0.099254586
17153,0.09947592
17155,0.099457249
