Sorter0,,
ArrayLength,Runtime F,Runtime C
22057,0.37259984,
22059,0.191428572,
22061,0.191563115,
22063,0.372514755,
22065,0.191276371,
22067,0.192109585,
22069,0.189124957,
22071,0.190601751,
22073,0.193045124,
22075,0.190731794,
22077,0.495943159,
22079,0.192865744,
22081,0.190083846,
22083,0.251738429,
22085,0.189394161,
22087,0.191383511,
22089,0.191003248,
22091,0.259257406,
22093,0.191163301,
22095,0.192259043,
22097,0.44053629,
22099,0.191579118,
22101,0.190274045,
22103,0.198828295,
22105,0.191610783,
22107,0.191998333,
22109,0.192422211,
22111,0.454902053,
22113,0.190778002,
22115,0.191847175,
22117,0.313411325,
22119,0.191652805,
22121,0.192266494,
22123,0.191556081,
22125,0.298295677,
22127,0.193581924,
22129,0.193499461,
22131,0.500315666,
22133,0.193827301,
22135,0.191879541,
22137,0.231975794,
22139,0.19333753,
22141,0.193223998,
22143,0.19296746,
22145,0.329002202,
22147,0.193990052,
22149,0.192716286,
22151,0.416497827,
22153,0.190739036,
22155,0.193283841,
22157,0.195847705,
22159,0.192438468,
22161,0.193626791,
22163,0.192113221,
22165,0.466440916,
22167,0.19368279,
22169,0.192575291,
22171,0.31551829,
22173,0.192987427,
22175,0.191336781,
22177,0.19324021,
22179,0.276298344,
22181,0.193006873,
22183,0.191904053,
22185,0.49787268,
22187,0.193572283,
22189,0.193473503,
22191,0.242077217,
22193,0.191634551,
22195,0.193056539,
22197,0.193293914,
22199,0.270200253,
22201,0.195262909,
22203,0.194229916,
22205,0.453884989,
22207,0.193161502,
22209,0.194200501,
22211,0.209026501,
22213,0.191455424,
22215,0.19343026,
22217,0.191650331,
22219,0.408150166,
22221,0.192774087,
22223,0.193455949,
22225,0.367088556,
22227,0.192469627,
22229,0.193327203,
22231,0.194517955,
22233,0.193296626,
22235,0.194838703,
22237,0.193844914,
22239,0.493717581,
22241,0.194909632,
22243,0.195808873,
22245,0.297927976,
22247,0.194148287,
22249,0.198994666,
22251,0.202653587,
22253,0.297660649,
22255,0.193838283,
22257,0.192945302,
22259,0.503774524,
22261,0.192069873,
22263,0.194670126,
22265,0.252907217,
22267,0.192755044,
22269,0.194821209,
22271,0.196342885,
22273,0.402814835,
22275,0.194541171,
22277,0.194788337,
22279,0.47756052,
22281,0.192775711,
22283,0.195449844,
22285,0.221160874,
22287,0.194666043,
22289,0.19416137,
22291,0.193250954,
22293,0.346852005,
22295,0.192962587,
22297,0.191587582,
22299,0.433135062,
22301,0.194697291,
22303,0.194804877,
22305,0.204948545,
22307,0.194664747,
22309,0.19429405,
22311,0.195461839,
22313,0.417202711,
22315,0.194586828,
22317,0.192899629,
22319,0.386189878,
22321,0.196490288,
22323,0.194782123,
22325,0.196696579,
22327,0.197071329,
22329,0.198003873,
22331,0.195081085,
22333,0.466366738,
22335,0.194863081,
22337,0.193719789,
22339,0.345031321,
22341,0.193957537,
22343,0.195853248,
22345,0.194565535,
22347,0.193949297,
22349,0.194727838,
22351,0.195101082,
22353,0.485483915,
22355,0.195526212,
22357,0.195799127,
22359,0.329967678,
22361,0.195053667,
22363,0.195761919,
22365,0.195480332,
22367,0.195423663,
22369,0.195827335,
22371,0.196513087,
22373,0.493256539,
22375,0.201333299,
22377,0.197015792,
22379,0.332649529,
22381,0.197576672,
22383,0.197480053,
22385,0.196246669,
22387,0.195485219,
22389,0.196340203,
22391,0.197612986,
22393,0.490438789,
22395,0.194457844,
22397,0.196896464,
22399,0.33462137,
22401,0.196811631,
22403,0.19693774,
22405,0.195976079,
22407,0.196762875,
22409,0.199505329,
22411,0.19591862,
22413,0.495346457,
22415,0.194699198,
22417,0.197456583,
22419,0.338688642,
22421,0.196949705,
22423,0.197558209,
22425,0.196854413,
22427,0.197244331,
22429,0.197270215,
22431,0.197524413,
22433,0.484735787,
22435,0.198150575,
22437,0.198520124,
22439,0.34309575,
22441,0.202570155,
22443,0.197140157,
22445,0.196869791,
22447,0.197927043,
22449,0.197410047,
22451,0.195662051,
22453,0.478215724,
22455,0.196269795,
22457,0.196095452,
22459,0.352982193,
22461,0.197096333,
22463,0.197654963,
22465,0.199557543,
22467,0.192938671,
22469,0.195759043,
22471,0.197260261,
22473,0.46318841,
22475,0.195563331,
22477,0.19402647,
22479,0.364404321,
22481,0.195983708,
22483,0.194925115,
22485,0.196783587,
22487,0.198234573,
22489,0.197113127,
22491,0.199008673,
22493,0.443402439,
22495,0.199142575,
22497,0.198783532,
22499,0.408041418,
22501,0.197271094,
22503,0.198452294,
22505,0.205488667,
22507,0.195433095,
22509,0.198284537,
22511,0.199819639,
22513,0.401351631,
22515,0.19557175,
22517,0.195125163,
22519,0.436651677,
22521,0.197645843,
22523,0.197590753,
22525,0.215031207,
22527,0.198607713,
22529,0.199368954,
22531,0.198746413,
22533,0.345657825,
22535,0.197369799,
22537,0.200362757,
22539,0.486450464,
22541,0.196814835,
22543,0.199162617,
22545,0.232220545,
22547,0.1976493,
22549,0.197176084,
22551,0.197846577,
22553,0.252335787,
22555,0.198452249,
22557,0.19915317,
22559,0.505824804,
22561,0.196276128,
22563,0.198320121,
22565,0.26158908,
22567,0.199871421,
22569,0.199806362,
22571,0.200099662,
22573,0.342545658,
22575,0.198412254,
22577,0.198452204,
22579,0.512969911,
22581,0.19934392,
22583,0.200611666,
22585,0.302396387,
22587,0.200870052,
22589,0.200657114,
22591,0.199664876,
22593,0.198588669,
22595,0.200708777,
22597,0.198908955,
22599,0.471742511,
22601,0.198579922,
22603,0.199051529,
22605,0.387395501,
22607,0.199019253,
22609,0.1983933,
22611,0.20635733,
22613,0.200033084,
22615,0.20165062,
22617,0.19973816,
22619,0.386428803,
22621,0.202512413,
22623,0.210444838,
22625,0.46949327,
22627,0.200861424,
22629,0.199264497,
22631,0.234456569,
22633,0.201436251,
22635,0.200250879,
22637,0.200907171,
22639,0.412491143,
22641,0.20047304,
22643,0.201487541,
22645,0.525016665,
22647,0.198657632,
22649,0.200114161,
22651,0.28575778,
22653,0.201244041,
22655,0.201150343,
22657,0.200804085,
22659,0.264419854,
22661,0.200122133,
22663,0.199515536,
22665,0.502578437,
22667,0.199753508,
22669,0.200249329,
22671,0.367555141,
22673,0.200617418,
22675,0.200258538,
22677,0.205037713,
22679,0.202009663,
22681,0.19963254,
22683,0.200338826,
22685,0.391735703,
22687,0.200011164,
22689,0.202023536,
22691,0.474812746,
22693,0.20103392,
22695,0.200873122,
22697,0.242068291,
22699,0.200956747,
22701,0.200011164,
22703,0.203283712,
22705,0.385522068,
22707,0.208087325,
22709,0.203049123,
22711,0.525983214,
22713,0.200688541,
22715,0.199412078,
22717,0.316923678,
22719,0.20027478,
22721,0.198807374,
22723,0.201304913,
22725,0.202030048,
22727,0.203840882,
22729,0.202862129,
22731,0.451441258,
22733,0.202324957,
22735,0.20269312,
22737,0.444659591,
22739,0.204265371,
22741,0.210081846,
22743,0.233726501,
22745,0.20097883,
22747,0.203629121,
22749,0.20268029,
22751,0.418590605,
22753,0.205354497,
22755,0.203900471,
22757,0.53027004,
22759,0.205433741,
22761,0.202307627,
22763,0.315786123,
22765,0.201639995,
22767,0.203604996,
22769,0.203781247,
22771,0.202565163,
22773,0.203474045,
22775,0.205195174,
22777,0.44136551,
22779,0.22441642,
22781,0.204856291,
22783,0.467178464,
22785,0.211803541,
22787,0.210024416,
22789,0.269028217,
22791,0.216602907,
22793,0.211622909,
22795,0.215389639,
22797,0.393706322,
22799,0.208134592,
22801,0.206820339,
22803,0.532907188,
22805,0.214041427,
22807,0.205374569,
22809,0.348559916,
22811,0.214567587,
22813,0.202904671,
22815,0.221148551,
22817,0.22790271,
22819,0.228720829,
22821,0.206014708,
22823,0.387597054,
22825,0.203565046,
22827,0.205421165,
22829,0.508206487,
22831,0.203730881,
22833,0.204121634,
22835,0.271553099,
22837,0.204784751,
22839,0.203508839,
22841,0.204543531,
22843,0.274525583,
22845,0.201968879,
22847,0.202258155,
22849,0.493378669,
22851,0.202885836,
22853,0.206478745,
22855,0.430029482,
22857,0.211697161,
22859,0.207624987,
22861,0.230908334,
22863,0.207687095,
22865,0.204164669,
22867,0.207124993,
22869,0.410023689,
22871,0.206809625,
22873,0.206962541,
22875,0.522199452,
22877,0.206763536,
22879,0.206935585,
22881,0.35279724,
22883,0.204852805,
22885,0.205242544,
22887,0.212413222,
22889,0.206717923,
22891,0.205219671,
22893,0.207735658,
22895,0.346267611,
22897,0.205270827,
22899,0.207045421,
22901,0.534468949,
22903,0.209306747,
22905,0.204291418,
22907,0.306396514,
22909,0.205044985,
22911,0.204554826,
22913,0.206057429,
22915,0.206146255,
22917,0.203791916,
22919,0.206603244,
22921,0.41832754,
22923,0.206119955,
22925,0.210190073,
22927,0.503742039,
22929,0.203912631,
22931,0.205925375,
22933,0.274397284,
22935,0.205875039,
22937,0.207092285,
22939,0.204843044,
22941,0.239868134,
22943,0.207309127,
22945,0.205534041,
22947,0.465782315,
22949,0.205467537,
22951,0.205397785,
22953,0.472876877,
22955,0.20470275,
22957,0.207400054,
22959,0.259337246,
22961,0.207884371,
22963,0.205711871,
22965,0.205440074,
22967,0.294538796,
22969,0.206904709,
22971,0.206969738,
22973,0.496207058,
22975,0.209251627,
22977,0.215339452,
22979,0.45331949,
22981,0.206636369,
22983,0.205837712,
22985,0.251107514,
22987,0.208014295,
22989,0.207658574,
22991,0.207779005,
22993,0.320154667,
22995,0.207154363,
22997,0.20818688,
22999,0.501098394,
23001,0.209647089,
23003,0.207239717,
23005,0.447126061,
23007,0.206196263,
23009,0.208094493,
23011,0.250968814,
23013,0.206765786,
23015,0.207014203,
23017,0.208339915,
23019,0.320845097,
23021,0.205839843,
23023,0.207780495,
23025,0.496326327,
23027,0.207976878,
23029,0.206953749,
23031,0.458167195,
23033,0.208016336,
23035,0.207043946,
23037,0.257176995,
23039,0.207661211,
23041,0.207960799,
23043,0.2084755,
23045,0.284383744,
23047,0.207686916,
23049,0.208138466,
23051,0.485641092,
23053,0.209506705,
23055,0.208051115,
23057,0.490112692,
23059,0.209205657,
23061,0.207980365,
23063,0.273106098,
23065,0.209277585,
23067,0.20976837,
23069,0.207615331,
23071,0.210192412,
23073,0.206963837,
23075,0.207882777,
23077,0.425460219,
23079,0.207955793,
23081,0.206625924,
23083,0.523173273,
23085,0.209016204,
23087,0.207972884,
23089,0.326151669,
23091,0.215819836,
23093,0.209016964,
23095,0.211715505,
23097,0.209764004,
23099,0.209744826,
23101,0.208566293,
23103,0.347273976,
23105,0.210979298,
23107,0.208407536,
23109,0.54611063,
23111,0.206477955,
23113,0.207934335,
23115,0.362690419,
23117,0.206359372,
23119,0.211392879,
23121,0.221069217,
23123,0.206864208,
23125,0.206444785,
23127,0.205922917,
23129,0.417411834,
23131,0.20696938,
23133,0.209315836,
23135,0.531190634,
23137,0.208649531,
23139,0.208267033,
23141,0.430851907,
23143,0.208794698,
23145,0.211191043,
23147,0.25167188,
23149,0.208890051,
23151,0.209423453,
23153,0.209892958,
23155,0.291280836,
23157,0.210228875,
23159,0.209306836,
23161,0.46537298,
23163,0.208631739,
23165,0.208533868,
23167,0.507737219,
23169,0.209534004,
23171,0.209567845,
23173,0.309575588,
23175,0.210179463,
23177,0.211131334,
23179,0.212373093,
23181,0.208924666,
23183,0.20802857,
23185,0.20984301,
23187,0.320713699,
23189,0.209865406,
23191,0.208346829,
23193,0.553230703,
23195,0.209768087,
23197,0.208843201,
23199,0.420420706,
23201,0.211167589,
23203,0.213572204,
23205,0.253241986,
23207,0.211493626,
23209,0.211137459,
23211,0.211699918,
23213,0.296787083,
23215,0.21083878,
23217,0.21019657,
23219,0.464165211,
23221,0.211489841,
23223,0.211521402,
23225,0.522483885,
23227,0.210240155,
23229,0.209040001,
23231,0.321310014,
23233,0.211748675,
23235,0.209313333,
23237,0.218334079,
23239,0.211701632,
23241,0.209800422,
23243,0.210434005,
23245,0.442038774,
23247,0.210887194,
23249,0.211195081,
23251,0.53534776,
23253,0.212018132,
23255,0.211005658,
23257,0.450316429,
23259,0.211806625,
23261,0.2128665,
23263,0.272387326,
23265,0.211349741,
23267,0.21007359,
23269,0.208714709,
23271,0.2107573,
23273,0.211851001,
23275,0.209935457,
23277,0.380880833,
23279,0.209856287,
23281,0.210712418,
23283,0.552056432,
23285,0.209977955,
23287,0.209772572,
23289,0.394610733,
23291,0.213051498,
23293,0.211785585,
23295,0.247012466,
23297,0.210978046,
23299,0.213430285,
23301,0.213954493,
23303,0.293592125,
23305,0.214099705,
23307,0.212665662,
23309,0.451208532,
23311,0.213653579,
23313,0.213272884,
23315,0.535409868,
23317,0.216486126,
23319,0.222010255,
23321,0.357397884,
23323,0.21582143,
23325,0.212319538,
23327,0.234511539,
23329,0.210802078,
23331,0.21308504,
23333,0.214315295,
23335,0.34851107,
23337,0.212335914,
23339,0.214998364,
23341,0.475111455,
23343,0.216612965,
23345,0.220034629,
23347,0.551908731,
23349,0.214872882,
23351,0.21283567,
23353,0.350319475,
23355,0.213152573,
23357,0.21351558,
23359,0.231117919,
23361,0.214168668,
23363,0.212663323,
23365,0.21242258,
23367,0.366734087,
23369,0.213972077,
23371,0.213856414,
23373,0.48694396,
23375,0.211249843,
23377,0.21429041,
23379,0.535571158,
23381,0.212331504,
23383,0.213010624,
23385,0.355579436,
23387,0.214100912,
23389,0.213644251,
23391,0.232909217,
23393,0.213112131,
23395,0.212659165,
23397,0.211987302,
23399,0.339972407,
23401,0.215190053,
23403,0.214829952,
23405,0.464366525,
23407,0.21452041,
23409,0.211847737,
23411,0.547039807,
23413,0.213319004,
23415,0.212821737,
23417,0.376063168,
23419,0.215423301,
23421,0.213448703,
23423,0.24437654,
23425,0.212220624,
23427,0.213505164,
23429,0.214967668,
23431,0.282128245,
23433,0.216746539,
23435,0.215259507,
23437,0.412670255,
23439,0.212701797,
23441,0.213080674,
23443,0.556420207,
23445,0.212741449,
23447,0.215111837,
23449,0.441483825,
23451,0.214017913,
23453,0.215537921,
23455,0.280718505,
23457,0.215363786,
23459,0.212507039,
23461,0.217519715,
23463,0.215300962,
23465,0.214954123,
23467,0.213192254,
23469,0.276252806,
23471,0.212528467,
23473,0.211509585,
23475,0.530800402,
23477,0.211947843,
23479,0.21178104,
23481,0.516204298,
23483,0.212062329,
23485,0.213314548,
23487,0.332411468,
23489,0.217442125,
23491,0.216531664,
23493,0.23562257,
23495,0.217592746,
23497,0.216297835,
23499,0.216090083,
23501,0.334108174,
23503,0.214589253,
23505,0.216671914,
23507,0.4467417,
23509,0.21738413,
23511,0.217579007,
23513,0.564182222,
23515,0.215972498,
23517,0.215252623,
23519,0.449065268,
23521,0.215939954,
23523,0.216873869,
23525,0.291338295,
23527,0.21534054,
23529,0.213977918,
23531,0.222212464,
23533,0.216180086,
23535,0.214043796,
23537,0.215819746,
23539,0.421406031,
23541,0.214465708,
23543,0.216890544,
23545,0.512996852,
23547,0.214228332,
23549,0.217625871,
23551,0.551699519,
23553,0.215300798,
23555,0.217588469,
23557,0.396980703,
23559,0.219039664,
23561,0.216362134,
23563,0.260445446,
23565,0.217412919,
23567,0.216888577,
23569,0.216902956,
23571,0.21519883,
23573,0.215694413,
23575,0.214299709,
23577,0.289080709,
23579,0.217640251,
23581,0.219526753,
23583,0.526015997,
23585,0.217421114,
23587,0.216324076,
23589,0.533881724,
23591,0.217654541,
23593,0.215602085,
23595,0.369818926,
23597,0.218510285,
23599,0.217256993,
23601,0.252283841,
23603,0.214328542,
23605,0.21440351,
23607,0.217867717,
23609,0.217398375,
23611,0.216383502,
23613,0.218935043,
23615,0.311124921,
23617,0.216884077,
23619,0.216917798,
23621,0.534097672,
23623,0.219602779,
23625,0.216677636,
23627,0.540327191,
23629,0.217936128,
23631,0.216506958,
23633,0.380384564,
23635,0.217849165,
23637,0.217506677,
23639,0.261516541,
23641,0.217309952,
23643,0.217867717,
23645,0.214586839,
23647,0.214320049,
23649,0.214100629,
23651,0.216850758,
23653,0.461380959,
23655,0.222426161,
23657,0.218491241,
23659,0.521524429,
23661,0.219811127,
23663,0.21930179,
23665,0.551883399,
23667,0.214917213,
23669,0.216948807,
23671,0.419722229,
23673,0.215529665,
23675,0.21659945,
23677,0.286509275,
23679,0.219032496,
23681,0.220147625,
23683,0.225337878,
23685,0.218072698,
23687,0.218804166,
23689,0.219366878,
23691,0.384393662,
23693,0.218764409,
23695,0.219792411,
23697,0.458311468,
23699,0.218959868,
23701,0.21980226,
23703,0.564114034,
23705,0.21911037,
23707,0.216375038,
23709,0.495324701,
23711,0.220417738,
23713,0.218947843,
23715,0.339589238,
23717,0.219668493,
23719,0.220303625,
23721,0.250246197,
23723,0.22047779,
23725,0.222943738,
23727,0.2216153,
23729,0.220212787,
23731,0.220229626,
23733,0.221534789,
23735,0.288260788,
23737,0.220591202,
23739,0.217989534,
23741,0.517611086,
23743,0.218229786,
23745,0.22151953,
23747,0.564686537,
23749,0.220282078,
23751,0.221083328,
23753,0.475392938,
23755,0.219851002,
23757,0.220152795,
23759,0.33196649,
23761,0.223831117,
23763,0.229121253,
23765,0.2470375,
23767,0.219605997,
23769,0.220328286,
23771,0.21978642,
23773,0.22047317,
23775,0.216641918,
23777,0.216881081,
23779,0.269415587,
23781,0.217144668,
23783,0.216548055,
23785,0.512699485,
23787,0.220038623,
23789,0.222003013,
23791,0.577191889,
23793,0.22110559,
23795,0.221031532,
23797,0.478075147,
23799,0.218347043,
23801,0.220231667,
23803,0.341013461,
23805,0.221899167,
23807,0.221766755,
23809,0.25304684,
23811,0.225139454,
23813,0.220570832,
23815,0.22119078,
23817,0.218997255,
23819,0.22110267,
23821,0.219028831,
23823,0.441037357,
23825,0.221145585,
23827,0.220699877,
23829,0.477120101,
23831,0.221869946,
23833,0.219273165,
23835,0.575536072,
23837,0.222635329,
23839,0.221610621,
23841,0.512332916,
23843,0.219056368,
23845,0.223587587,
23847,0.371313959,
23849,0.21981883,
23851,0.222563505,
23853,0.276539743,
23855,0.220861658,
23857,0.221596703,
23859,0.226366282,
23861,0.220938966,
23863,0.223739505,
23865,0.219532579,
23867,0.353187501,
23869,0.220541671,
23871,0.220978826,
23873,0.402244121,
23875,0.221915737,
23877,0.219211504,
23879,0.549181938,
23881,0.225218669,
23883,0.221246883,
23885,0.569026172,
23887,0.22376658,
23889,0.221728161,
23891,0.451996297,
23893,0.223611847,
23895,0.223814055,
23897,0.331124932,
23899,0.225440711,
23901,0.221778467,
23903,0.256053507,
23905,0.223080471,
23907,0.22209771,
23909,0.225212574,
23911,0.220935717,
23913,0.221386284,
23915,0.224354416,
23917,0.414072543,
23919,0.219815046,
23921,0.219410047,
23923,0.442369819,
23925,0.222667739,
23927,0.222706839,
23929,0.565595925,
23931,0.224942908,
23933,0.222518414,
23935,0.564233422,
23937,0.223512828,
23939,0.223217532,
23941,0.448902398,
23943,0.224731013,
23945,0.224432155,
23947,0.328415126,
23949,0.223432705,
23951,0.222399086,
23953,0.25989458,
23955,0.221368372,
23957,0.223537326,
23959,0.227494672,
23961,0.222816795,
23963,0.224446416,
23965,0.223217845,
23967,0.380116671,
23969,0.223896161,
23971,0.224342257,
23973,0.392477632,
23975,0.222158492,
23977,0.223035291,
23979,0.546526551,
23981,0.232983842,
23983,0.225362465,
23985,0.587117434,
23987,0.224678874,
23989,0.225865588,
23991,0.515008509,
23993,0.224124163,
23995,0.223524675,
23997,0.381311208,
23999,0.225467205,
24001,0.225123793,
24003,0.290293097,
24005,0.223691329,
24007,0.224534422,
24009,0.241635501,
24011,0.224687994,
24013,0.225410908,
24015,0.223634049,
24017,0.225666881,
24019,0.225905791,
24021,0.226055205,
24023,0.438327134,
24025,0.223505452,
24027,0.226550043,
24029,0.429240406,
24031,0.227117717,
24033,0.226536825,
24035,0.562816203,
24037,0.22624746,
24039,0.225620121,
24041,0.581837893,
24043,0.22759138,
24045,0.226191014,
24047,0.507843733,
24049,0.224778831,
24051,0.227435425,
24053,0.390339732,
24055,0.225197539,
24057,0.225058839,
24059,0.301799983,
24061,0.226634666,
24063,0.226205915,
24065,0.245512828,
24067,0.227941632,
24069,0.226423919,
24071,0.224955246,
24073,0.224369913,
24075,0.225677535,
24077,0.22518678,
24079,0.384873003,
24081,0.225340262,
24083,0.224494785,
24085,0.377204031,
24087,0.233121634,
24089,0.226084962,
24091,0.517626524,
24093,0.227307007,
24095,0.226259872,
24097,0.584759533,
24099,0.228376836,
24101,0.227354839,
24103,0.557216465,
24105,0.227565587,
24107,0.227977708,
24109,0.462065101,
24111,0.227668986,
24113,0.227048054,
24115,0.359949708,
24117,0.225445166,
24119,0.225912884,
24121,0.287394315,
24123,0.227486342,
24125,0.224417165,
24127,0.242396414,
24129,0.228855193,
24131,0.227656752,
24133,0.228985369,
24135,0.227774501,
24137,0.227082282,
24139,0.229425505,
24141,0.410779208,
24143,0.231714547,
24145,0.233024374,
24147,0.365022838,
24149,0.228597999,
24151,0.226052046,
24153,0.521692336,
24155,0.228239015,
24157,0.225707591,
24159,0.581553936,
24161,0.226087093,
24163,0.22774151,
24165,0.578369558,
24167,0.227051869,
24169,0.227379039,
24171,0.518659949,
24173,0.228673875,
24175,0.227950618,
24177,0.420759588,
24179,0.228254914,
24181,0.228853956,
24183,0.332348824,
24185,0.227090329,
24187,0.229775116,
24189,0.28746286,
24191,0.229576215,
24193,0.227998838,
24195,0.240926966,
24197,0.230445117,
24199,0.227321789,
24201,0.228733301,
24203,0.227411717,
24205,0.227809295,
24207,0.227005213,
24209,0.390738636,
24211,0.228891626,
24213,0.230414361,
24215,0.349508435,
24217,0.22800146,
24219,0.22915554,
24221,0.490107566,
24223,0.231149793,
24225,0.229313508,
24227,0.572084367,
24229,0.228397161,
24231,0.230144411,
24233,0.587038994,
24235,0.228450343,
24237,0.22767745,
24239,0.550043285,
24241,0.226137325,
24243,0.227928668,
24245,0.462910533,
24247,0.228236571,
24249,0.226790577,
24251,0.378160924,
24253,0.229224831,
24255,0.230094835,
24257,0.309349418,
24259,0.229327947,
24261,0.23051171,
24263,0.263775378,
24265,0.228329539,
24267,0.228683174,
24269,0.235860959,
24271,0.226400986,
24273,0.226450548,
24275,0.227024913,
24277,0.228946045,
24279,0.231130004,
24281,0.229241326,
24283,0.380785108,
24285,0.226267248,
24287,0.228685632,
24289,0.314751178,
24291,0.227443993,
24293,0.226897582,
24295,0.457880914,
24297,0.227797091,
24299,0.237005427,
24301,0.552542448,
24303,0.229787916,
24305,0.229166701,
24307,0.601147354,
24309,0.229805082,
24311,0.230269045,
24313,0.582473338,
24315,0.225869581,
24317,0.228226364,
24319,0.534359634,
24321,0.228196919,
24323,0.229351833,
24325,0.454427183,
24327,0.227573529,
24329,0.228145301,
24331,0.378887415,
24333,0.229571998,
24335,0.232107714,
24337,0.320059478,
24339,0.230713665,
24341,0.229836985,
24343,0.276563615,
24345,0.230343372,
24347,0.22862871,
24349,0.245039463,
24351,0.227188289,
24353,0.230522335,
24355,0.232357845,
24357,0.229718417,
24359,0.232700959,
24361,0.231144205,
24363,0.286188275,
24365,0.234468371,
24367,0.230727255,
24369,0.420704722,
24371,0.228473246,
24373,0.229715511,
24375,0.337394506,
24377,0.228415787,
24379,0.229696572,
24381,0.464675486,
24383,0.231925666,
24385,0.231580958,
24387,0.545410633,
24389,0.23531571,
24391,0.232075542,
24393,0.591335416,
24395,0.229655743,
24397,0.232590958,
24399,0.608133852,
24401,0.231431335,
24403,0.229094252,
24405,0.571981192,
24407,0.23112683,
24409,0.230097532,
24411,0.520205736,
24413,0.233243302,
24415,0.233306885,
24417,0.447850466,
24419,0.230586261,
24421,0.232399166,
24423,0.382833511,
24425,0.231325865,
24427,0.233369038,
24429,0.329078645,
24431,0.233602911,
24433,0.232101038,
24435,0.293451369,
24437,0.23412171,
24439,0.234692618,
24441,0.264924794,
24443,0.233133793,
24445,0.234813213,
24447,0.243038833,
24449,0.231094047,
24451,0.232948989,
24453,0.234073535,
24455,0.231085867,
24457,0.23387225,
24459,0.234398261,
24461,0.281464279,
24463,0.23346737,
24465,0.234398052,
24467,0.395354629,
24469,0.235908374,
24471,0.232011631,
24473,0.493161976,
24475,0.234015837,
24477,0.233120292,
24479,0.398710072,
24481,0.233198956,
24483,0.232563421,
24485,0.492733896,
24487,0.234533951,
24489,0.232793927,
24491,0.549101651,
24493,0.23225458,
24495,0.234308153,
24497,0.600604773,
24499,0.235537037,
24501,0.233838052,
24503,0.61036551,
24505,0.231824055,
24507,0.234623626,
24509,0.602129638,
24511,0.233754784,
24513,0.236744955,
24515,0.569978833,
24517,0.232643455,
24519,0.234960258,
24521,0.522865653,
24523,0.235101461,
24525,0.235756263,
24527,0.470446706,
24529,0.232247874,
24531,0.234466881,
24533,0.416038841,
24535,0.232112959,
24537,0.233489946,
24539,0.371363699,
24541,0.237453252,
24543,0.234977841,
24545,0.331962466,
24547,0.230387047,
24549,0.234365121,
24551,0.302720398,
24553,0.231870294,
24555,0.234748125,
24557,0.274187833,
24559,0.234409958,
24561,0.235443503,
24563,0.258443415,
24565,0.23642537,
24567,0.232450962,
24569,0.242512375,
24571,0.232363865,
24573,0.230862468,
24575,0.234893218,
24577,0.23327896,
24579,0.234639719,
24581,0.234482914,
24583,0.234295115,
24585,0.237014458,
24587,0.237426206,
24589,0.31567046,
24591,0.235312134,
24593,0.23645255,
24595,0.399694175,
24597,0.236673161,
24599,0.235426679,
24601,0.468679577,
24603,0.236260831,
24605,0.236788571,
24607,0.348284721,
24609,0.238637716,
24611,0.235704675,
24613,0.408066332,
24615,0.234286204,
24617,0.234834954,
24619,0.475368589,
24621,0.237159118,
24623,0.238815799,
24625,0.52129364,
24627,0.234761372,
24629,0.235601634,
24631,0.566912711,
24633,0.235796005,
24635,0.236885637,
24637,0.598364234,
24639,0.237538338,
24641,0.238020986,
24643,0.611829221,
24645,0.235364571,
24647,0.235634342,
24649,0.607810318,
24651,0.236621842,
24653,0.236603871,
24655,0.614181936,
24657,0.236405537,
24659,0.235777661,
24661,0.604951143,
24663,0.237466589,
24665,0.235414132,
24667,0.579065859,
24669,0.241757244,
24671,0.239078671,
24673,0.569798768,
24675,0.236758545,
24677,0.235517994,
24679,0.546637058,
24681,0.238108829,
24683,0.236966252,
24685,0.523737967,
24687,0.240079954,
24689,0.239163637,
24691,0.487608701,
24693,0.244576007,
24695,0.247500077,
24697,0.464061558,
24699,0.240434825,
24701,0.238482624,
24703,0.422071993,
24705,0.236539379,
24707,0.239815116,
24709,0.397776127,
24711,0.238771945,
24713,0.239874497,
24715,0.386359036,
24717,0.237641126,
24719,0.237137169,
24721,0.354219854,
24723,0.24117133,
24725,0.239652365,
24727,0.333162069,
24729,0.239412293,
24731,0.241446838,
24733,0.31714195,
24735,0.239754751,
24737,0.236656755,
24739,0.306338251,
24741,0.238829836,
24743,0.239598826,
24745,0.292931437,
24747,0.237729877,
24749,0.239294261,
24751,0.278729528,
24753,0.240036294,
24755,0.240476832,
24757,0.270883709,
24759,0.239130914,
24761,0.238599956,
24763,0.262176901,
24765,0.238947868,
24767,0.242126375,
24769,0.259349644,
24771,0.238794416,
24773,0.243810907,
24775,0.255512118,
24777,0.242898464,
24779,0.24215658,
24781,0.25156951,
24783,0.242400542,
24785,0.242249295,
24787,0.248385251,
24789,0.24275434,
24791,0.243969738,
24793,0.244639322,
24795,0.242059737,
24797,0.241653085,
24799,0.241496205,
24801,0.242999583,
24803,0.240341946,
24805,0.242571086,
24807,0.240442052,
24809,0.246727705,
24811,0.244106591,
24813,0.242187172,
24815,0.242553711,
24817,0.241861865,
24819,0.241907924,
24821,0.242029637,
24823,0.240801081,
24825,0.238881379,
24827,0.243713036,
24829,0.243743956,
24831,0.244064912,
24833,0.244009331,
24835,0.241346538,
24837,0.23972322,
24839,0.240268826,
24841,0.241765216,
24843,0.241174042,
24845,0.237401322,
24847,0.235680342,
24849,0.239098623,
